,Unnamed: 0,content,sentiment
1382,1382,"The hotel recommended by Tongcheng was very reliable, and the shuttle bus to and from the airport was also on time. Give a big thumbs up",Postive
1383,1383,"Xiamen is very good, but they sent me to another terminal when I was dropped off. Rather depressing. You still have to take the shuttle bus.",Postive
1384,1384,"Overall, I had a great time and the hotel accommodation was pretty good. I liked it very much! ! !",Postive
1385,1385,"There was a bit of a problem with the pick-up and drop-off. I had to wait for more than an hour at the airport. Overall, it was pretty good. I will choose the same trip next time.",Postive
1386,1386,"It's a nice hotel, but the location is a bit off. The hotel is like a park. You can play for a day without going out. It's a good place to stay with children.",Postive
1387,1387,I am very satisfied with this trip overall. I had a lot of fun and the accommodation was good. Same journey service is also very good.,Postive
1388,1388,"Not bad, although it's hot, it's okay. Go out and play. Just be happy. The hotel is in a good location and very convenient.",Postive
1389,1389,"The hotel received good reviews, but it was not reasonable to stay on the island for the last night. I got up early the next day to catch the boat and plane. Because I booked late, the price was expensive.",Postive
1390,1390,"Because it is a free trip, it is easy to have fun. The location of the hotel is very good, and it is very convenient to get in and out by car and boat.",Postive
1391,1391,"The hotel is relatively good, with good services in all aspects, but the transportation is not very convenient. It was quite fun too",Postive
1392,1392,"You can choose your own flight, and there is an airport shuttle, which is very convenient. Indigo is quite good. The sea view room can directly see Gulangyu Island opposite.",Postive
1393,1393,It was a great trip to Xiamen this time. The flight was not delayed and the hotel was good. I give it a thumbs up.,Postive
1394,1394,I had a lot of fun this trip. The accommodation and meals were very good. I will stay with someone on the same trip next time.,Postive
1395,1395,"The overall arrangement was okay, but we were not proactively contacted about the airport pick-up and drop-off arrangements, which resulted in us repeatedly requesting a ride. Hope to improve.",Postive
1396,1396,This trip was really good. I accompanied my 78-year-old father and I was very satisfied with the flight and accommodation.,Postive
1397,1397,I had a great time and received good reviews. I will choose the same trip for future trips. It is also very good for small travel expenses. I will give it 6 stars.,Postive
1398,1398,"The scheduled flight had an unexpected incident the day before departure, but it was resolved satisfactorily. Overall, it was pretty good. The location of the hotel was good, but the setting was average.",Postive
1399,1399,"I had a great time traveling this time. As for the flight, it didn’t seem reasonable for a three-day trip, so I paid more for another flight. The hotel was nice, clean and comfortable.",Postive
1400,1400,"This time we had a pretty good time, except that the flight was delayed a bit, and the accommodation was okay. It was pretty good.",Postive
1401,1401,This time I arranged a 6-day free trip to Xiamen + Gulangyu Island. I was quite satisfied with the itinerary and had a lot of fun.,Postive
1402,1402,"I'm not happy that the flight is delayed. The return trip is delayed. If you travel independently, you can still have fun on your own, and service on the same journey is also available.",Postive
1403,1403,I usually travel independently when I go out. This time I had a great time in Xiamen and I was very satisfied with Tongcheng’s service.,Postive
1404,1404,"The flight there was delayed for 6 hours. Fortunately, the accommodation was okay. Apart from the flight delay, I was very satisfied with everything else!",Postive
1405,1405,It was a very good trip. Even the scenery of Xiamen Island is different from the last time I went there. Many places are being renovated.,Postive
1406,1406,"The accommodation is quite good, five-star, and close to the city center. However, the airport pick-up and drop-off are sometimes not very timely. You need to ask a travel consultant.",Postive
1407,1407,"This route is quite good. The hotel environment is very good. I like it very much. Overall, this trip is worth it. I give it a five-star rating.",Postive
1408,1408,"This trip was very pleasant. The receptionist at Tongcheng.com was very enthusiastic. The hotel was in good condition, the environment was good, and the service was good.",Postive
1409,1409,"The five-star hotel is quite good. The disadvantage is that it is a bit far from the scenic spots. However, you can enjoy the scenery of Huandao Road. Overall, I am satisfied.",Postive
1410,1410,"The accommodation was great👍🏻, the breakfast was very good, and there were many customer service contacts throughout the journey. I really enjoyed this trip!",Postive
1411,1411,"Our first independent trip went relatively smoothly, and the customer service was also very enthusiastic, which made us feel at ease when traveling!",Postive
1412,1412,"It's pretty good. There is a pick-up and drop-off service, and they will take the initiative to call in advance to confirm. This is very good!",Postive
1413,1413,"Overall, I had a good time this time. The hotel I stayed in was also great. The flight was delayed by 2 hours.",Postive
1414,1414,"This trip was very comfortable. Except for the hot weather, everything else was fine. The consultant was also very nice.",Postive
1415,1415,"I was quite satisfied with this trip overall, and I was very satisfied with the hotel. The flight back was a little delayed, so I felt a little tired.",Postive
1416,1416,Xiao Yang is very considerate and the arrangements are reasonable and convenient. I will make arrangements with the same trip in the future.,Postive
1417,1417,The overall feeling is good. I didn't use your service from the airport to the hotel. Everything else feels good. Will continue to book in the future,Postive
1418,1418,"The entire route is suitable for independent travel arrangements. You can basically visit Xiamen’s interesting attractions. Overall, it is a very pleasant trip.",Postive
1419,1419,"It was a great time, but the flight schedule changed. But overall it’s pretty good. I recommend Xiamen.",Postive
1420,1420,"Xiamen was relatively relaxing, the accommodation was great, and the breakfast was great. The receptionist Xiao Yuan’s service was very good. I will choose Tongcheng next time.",Postive
1421,1421,"I had a great time, and the same-trip service is also very good. However, the distance between the scenic spot and the hotel is not very detailed on the page. I hope it can be improved.",Postive
1422,1422,"When I came back, the airline canceled the change, which disrupted my plans on the last day and had to catch my flight. Everything else is playing well.",Postive
1423,1423,"It was a good trip, especially the service of Pan Pacific Hotel, which is even more praiseworthy. I will choose the same trip next time.",Postive
1424,1424,It was a very satisfying trip. I was very satisfied with the hotel and the transportation was great. I also provided airport pick-up and drop-off. I will still choose the same trip when traveling in the future.,Postive
1425,1425,The hotel is good overall. The swimming pool is a bit small. The breakfast is basically the same every day. I ate it for three days until I vomited.,Postive
1426,1426,"Free travel, the itinerary is okay. When changing the ticket, there is a handling fee of 50 yuan, which is a bit doubtful.",Postive
1427,1427,"The hotel feels a little shabby, and Tongcheng has no special tips for independent travel. It would be better if this is convenient.",Postive
1428,1428,"The hotel is nice and the airport pick-up service is also very good. Next time I travel independently, I will book with him.",Postive
1429,1429,It was a perfect trip. What I was most satisfied with was the airport pick-up and drop-off service. The hotel was almost a five-star Pan Pacific hotel. The hotel’s wifi was terrible.,Postive
1430,1430,"The same itinerary was arranged very well, and a special car was arranged to pick up and drop off from the airport, allowing our family to have a very comfortable Spring Festival in Xiamen!",Postive
1431,1431,"Expectations were too high, the flight was delayed, and the Sheraton Hotel smelled musty, not like a five-star hotel at all.",Postive
1432,1432,"There was a delay of more than ten minutes. The breakfast was not very delicious. The environment of the hotel was not bad. Overall, it was a good time.",Postive
1433,1433,"Everything is still good, except for the ordering aspect. It's just that the car model for pick-up and drop-off is different from what was promised.",Postive
1434,1434,"When I went there, the flight was delayed, but everything else was fine. The same trip arrangement was very good. I always like the same trip tour.",Postive
1435,1435,"good service. The hotel is good. Tongcheng is good, but there is nothing particularly interesting in Xiamen. Gulangyu Island is not as good as imagined.",Postive
1436,1436,"The driver of the airport drop-off service on the last day didn't explain the address clearly, which was a bit unpleasant, but everything else was fine.",Postive
1437,1437,"The overall itinerary was not bad, and I traveled freely with my family, except that the return flight was delayed for a few hours.",Postive
1438,1438,"This five-day trip was overall very good. I was satisfied with the accommodation, attractions, and food. The family of three felt very warm.",Postive
1439,1439,"The service on the same journey is great, but it coincides with Xiamen’s preparations for the summit and the peak summer vacation season, so a lot of time is wasted waiting in line. I will come back if I have the opportunity in the future!",Postive
1440,1440,"The hotel service is very good, the environment is good, the transportation is very convenient, and the airport shuttle is arranged. The first choice for your next trip is the same journey. very good. Thanks!",Postive
1441,1441,"The hotel is nice and the breakfast is quite rich. It’s understandable that the flight was slightly delayed, and the pick-up and drop-off staff were also very punctual.",Postive
1442,1442,The overall feeling is good. I am satisfied with the hotel and the reservation. It is the first time I book a trip on the same trip and it feels good!,Postive
1443,1443,"Not bad, except that the flight was delayed when we returned to Shanghai, but this had nothing to do with the same journey. Good reviews",Postive
1444,1444,The hotel is very good and the public transportation is very convenient. The driver who picked up and dropped off the airport was also very responsible. It was a good trip.,Postive
1445,1445,"Not very satisfied with the flight, canceled it at short notice and stayed one night nearby. Everything else is okay and the hotel is pretty good.",Postive
1446,1446,"Everything was fine. It was great that I could arrange my own time. However, I encountered a little trouble when picking up the airport, but it was resolved quickly.",Postive
1447,1447,"The overall travel experience is very good, the accommodation and transportation are also very convenient, and there are a lot of delicious food in the local area.",Postive
1448,1448,"I had a good time this time, and every convenience was provided. If necessary, I will choose Tongcheng Travel Network in the future.",Postive
1449,1449,I am very satisfied with the accommodation. The customer service patiently and meticulously helped arrange the itinerary. Xiamen is a good place and I will continue to support Tongcheng in the future.,Postive
1450,1450,"The hotel is very good, the customer service is considerate, the pick-up and drop-off arrangements are very good, and the whole itinerary is also very good. Xiamen is worth coming back!",Postive
1451,1451,It was a very pleasant trip. The customer service Xiao Jiao was very good and followed up the whole process. I will choose the same trip next time.,Postive
1452,1452,"The hotels are good, including the Powerlong Pullman and the hotels on Gulangyu Island. We will pick you up and take you to the airport. The same journey service is really good. Happy ending",Postive
1453,1453,"The accommodation environment is very good, but the two hotels are far away from the tourist areas, which increases the travel cost. Other aspects are pretty good.",Postive
1454,1454,The hotel is in the city center with convenient transportation. Tongcheng's customer service is very good. There are many delicious food near the hotel. You can go to Ganhai Little Squid to eat.,Postive
1455,1455,The accommodation conditions are very good. I had a lot of fun. I arranged the whole trip by myself. I always trust Tongcheng.,Postive
1456,1456,It would be even more perfect if there is a pick-up and drop-off in the departure city.,Postive
1457,1457,"It was a great experience and the hotel was OK, but the Sheraton is an old hotel and some of its facilities are older.",Postive
1458,1458,"The outbound flight was fine, but the return flight was delayed for three hours. What's even worse is that no one came forward to explain the matter.",Postive
1459,1459,"The hotels and flights are very good, and the hotel in Gulangyu Island is also great! My family members who traveled with me all gave high praise ~",Postive
1460,1460,"The flight back and forth was delayed. The hotel was nice and worthy of a five-star rating, but it was just a bit old. Everything else is fine!",Postive
1461,1461,"The service on the same trip was very good, and the driver who took us there was very nice. The hotel facilities are good and it was a pleasant trip.",Postive
1462,1462,"Overall, everything was good, and the accommodation was pretty good. The only drawback was the flight. The return flight was delayed for 3 hours.",Postive
1463,1463,"Everything is very good. I am very satisfied. I am taking my daughter to relax during the summer vacation. When traveling, you must stay in a good hotel. I like Kempinski very much.",Postive
1464,1464,"Overall, I had a good time and the accommodation was good. The flight was delayed by 40 minutes. There is no airport pick-up, which is not very convenient.",Postive
1465,1465,"It was a good experience, especially the pick-up guy. He kept waiting because the plane was late. He was very polite and the service was good.",Postive
1466,1466,"Xiamen's free travel arrangements are good, the scenery of Gulangyu Island is good, and the travel agency's service is good. I will definitely stay with you next time when I travel**",Postive
1467,1467,"My stay in the first three days was not bad, but the five-star hotel was just like that. On the last night, the Gulangyu Hotel was not as good as an express hotel with a price tag of 500 or 600.",Postive
1468,1468,A very good trip. The customer service is also very considerate. The accommodation is also very good. Xiamen has beautiful scenery.,Postive
1469,1469,It's very good. The hotel is good. I'm very satisfied. The service on the same trip is also very good. Full marks.,Postive
1470,1470,"The accommodation environment is okay, but it is a bit far from the attractions and flights are always delayed.",Postive
1471,1471,"The accommodation in Xiamen is very good. Except for the hotel in Gulangyu Island which is a little unsatisfactory, the whole trip is still good.",Postive
1472,1472,"We had a good time, the weather was pretty good, it only rained one day~~~~",Postive
1473,1473,"I had a great time, I was very happy, very satisfied, and the journey was reliable~",Postive
1474,1474,"Pan Pacific is pretty good. Hotels on Gulangyu Island are generally not very good, but the service attitude is still good.",Postive
1475,1475,"Overall, the trip was pretty good. I'm quite happy and the hotel is pretty good too.",Postive
1476,1476,"The car we picked up at the airport was a bit shabby, I hope it can be improved, but everything else is pretty good.",Postive
1477,1477,"I am very satisfied. Every time I travel, Liu Yan helps me arrange it very well. Thank you very much to her!",Postive
1478,1478,"Except that the flight was delayed for more than 7 hours when I went there, everything else was going well.",Postive
1479,1479,"The whole itinerary was good, except that the flight was too late. I will book the same trip in the future.",Postive
1480,1480,The hotel environment is very good. The location is very close to the pier. I will choose here again next time.,Postive
1481,1481,The hotel is in very good condition and Tongcheng's service attitude is also very good. It was a very good trip.,Postive
1482,1482,Booked for my family and the service was very good. The special airport pick-up driver was very responsible and satisfied.,Postive
1483,1483,I am very dissatisfied with this trip. I will never use Tongcheng in the future. It is super **,Postive
1484,1484,"The hotel is nice, but Xiamen is very hot. Gulangyu Island feels nothing special?",Postive
1485,1485,"The overall itinerary is pretty good, this five-star one is not that good, but the others are good",Postive
1486,1486,"A very worthwhile trip. The hotel is comfortable, the breakfast is rich, and the pick-up and drop-off staff are hospitable and thoughtful.",Postive
1487,1487,"The overall service is considerate and I am very satisfied with it in every aspect, but the air conditioner in the villa hotel is too loud.",Postive
1488,1488,"The overall itinerary was good, but the hotel we stayed in had a strong smell of smoke. Next time I will book a non-smoking room.",Postive
1489,1489,The overall feeling is okay. The bus stays in the city for a long time. I hope to improve the time arrangement!,Postive
1490,1490,"Traveling is all about your mood. A bad mood, a bad feeling, everything is bad~~ has nothing to do with the trip itself",Postive
1491,1491,The arrangement is very good. The hotel accommodation is high-end and classy. I will book here again next time I go to Xiamen.,Postive
1492,1492,"The customer service is attentive, the accommodation is very good, the environment is in place, the breakfast is fresh, and the surrounding seaside is also good",Postive
1493,1493,"Super awesome! The follow-up service is also very enthusiastic! From now on, we will rely on the same trip!",Postive
1494,1494,"It's okay. We just made an appointment with the driver at the time, but we were a little late.",Postive
1495,1495,"Excellent! The kids love it and their families love it too! Next time I go, I will order on the same trip.",Postive
1496,1496,"Xiangshan Sailing Boat is worth playing, the old yard is also good, and you can cycle around the island. . .",Postive
1497,1497,The service of Tongcheng Travel is very good. It is good to have airport pick-up and drop-off. The security and service of Pan Pacific Hotel are also very good.,Postive
1498,1498,"Very good, the accommodation is very good, the staff at Tongcheng customer service number 30263 have a good attitude and enthusiastic service",Postive
1499,1499,"The hotel is not bad, but it's a little far away from the scenic spot, but the flight is too late.",Postive
1500,1500,"The airport pick-up was on time, the hotel was great, security was strong, and it was very safe with children.",Postive
1501,1501,Not bad. All aspects of accommodation are good. The location of the hotel is also good.,Postive
1502,1502,"The hotel has a very nice view, but it is not recommended if you are traveling. It is far away from the attractions.",Postive
1503,1503,"A great trip. There is a special car to pick you up, the hotel is very nice, the environment and service are very satisfactory.",Postive
1504,1504,"Overall, it's okay, but the facilities surrounding the Hilton Hotel haven't been developed yet, so it's not very convenient.",Postive
1505,1505,"Everything went fine during the trip, except that the flight was delayed for a long time. Everything else was satisfactory.",Postive
1506,1506,The travel consultant is very responsible. He always asks questions in advance and answers patiently. It was a great trip.,Postive
1507,1507,I had a great time and was very satisfied. Tongcheng’s service and arrangements were good.,Postive
1508,1508,"Going to Chenghongqiao T1, there is really nothing to eat. It is recommended to choose T2 or Pudong flight.",Postive
1509,1509,"Overall, it was a good experience, and the hotel and service were also very good.",Postive
1510,1510,I had a great time on this trip to Xiamen. I will choose the same trip next time!,Postive
1511,1511,"The outbound flight was not delayed, but the return flight was cancelled. The overall itinerary is quite satisfactory!",Postive
1512,1512,"The game went relatively well this time. Although there were some hiccups, they were all resolved in the end.",Postive
1513,1513,"This trip was very pleasant, the customer service attitude was very good, and the arrangements were very thoughtful.",Postive
1514,1514,"Very satisfied, the stay was great, and the airport pick-up and drop-off service was excellent! Great!",Postive
1515,1515,Very satisfied,Postive
1516,1516,It was a great time!,Postive
1517,1517,"It's still a good game to play, overall pretty good.",Postive
1518,1518,Overall good,Postive
1519,1519,"Xiamen's city appearance is very clean, the scenery is beautiful, and the blue sky and white clouds are refreshing.",Postive
1520,1520,Very good,Postive
1521,1521,"Overall it was good, except there was an error with the flight I ordered.",Postive
1522,1522,"Very good and convenient, the hotel is good",Postive
1523,1523,pretty good,Postive
1524,1524,Convenient transportation and very nice hotel,Postive
1525,1525,"Had a lot of fun, good review",Postive
1526,1526,It’s a good trip. The Gulangyu hotel is very good.,Postive
1527,1527,It was a good game. Good reviews.,Postive
1528,1528,Very satisfied! ! ! ! ! ! !,Postive
1529,1529,The hotel is nice and the flights are on time. I like it.,Postive
1530,1530,This trip on the same journey was well arranged and I was very satisfied with the trip~,Postive
1531,1531,fine,Postive
1532,1532,"It’s still good, I will go there again in the future",Postive
1533,1533,Satisfied. Very satisfied with the accommodation and the service was excellent.,Postive
1534,1534,"Overall very satisfied, Tongcheng's service is very good!",Postive
1535,1535,Playing well,Postive
1536,1536,good,Postive
1537,1537,Overall it's pretty good. The travel consultant Chen Xiaohong is very serious and responsible. Not bad.,Postive
1538,1538,It's all good,Postive
1539,1539,"The scenery is breathtaking and the hotel is luxurious, making it a worthwhile trip.",Postive
1540,1540,Have a good time,Postive
1541,1541,"Good, good, good, good, good",Postive
1542,1542,The accommodation was very good. The transportation is convenient. good,Postive
1543,1543,"It’s a good trip, eat eat eat eat",Postive
1544,1544,"Overall, I played pretty well.",Postive
1545,1545,pretty good,Postive
1546,1546,"Overall, it was pretty good, except that the airport pick-up driver sent us to the wrong terminal.",Postive
1547,1547,A very good trip,Postive
1548,1548,very good,Postive
1549,1549,Very satisfied,Postive
1550,1550,"It was a quick trip, and the overall feeling was pretty good.",Postive
1551,1551,Not bad,Postive
1552,1552,"Three days in Xiamen is enough, a very satisfying vacation!",Postive
1553,1553,all good,Postive
1554,1554,Have a good time,Postive
1555,1555,all the best,Postive
1556,1556,very good,Postive
1557,1557,"A very good experience, satisfied!",Postive
1558,1558,Very convenient and the hotel is also very good👍,Postive
1559,1559,"Xiamen is very hot, there are many tourists, and there are not many scenic spots.",Postive
1560,1560,The place to stay is great and the location is great,Postive
1561,1561,The service on the same trip was very good and I was very satisfied. This trip was very enjoyable.,Postive
1562,1562,good,Postive
1563,1563,Have a good time,Postive
1564,1564,"Really great itinerary, Xiamen is very suitable for independent travel",Postive
1565,1565,"The journey was easy, the hotel environment was nice, and the airport pick-up driver was also very friendly.",Postive
1566,1566,Very satisfied,Postive
1567,1567,The ones on Gulangyu Island are obviously worse.,Postive
1568,1568,Very satisfied,Postive
1569,1569,Everything is fine and going smoothly. .,Postive
1570,1570,Very satisfied,Postive
1571,1571,I am very satisfied with the itinerary arrangement and the customer service attitude is also very good.,Postive
1572,1572,"The itinerary is well organized, the hotel is clean, the location is good, and travel is convenient.",Postive
1573,1573,Very satisfied,Postive
1574,1574,Very satisfied,Postive
1575,1575,"There is a pick-up and drop-off service after arriving in Xiamen, and the room service is also good.",Postive
1576,1576,"The tour guide Xiaoxia is nice and has great service, super👍",Postive
1577,1577,Very satisfied with the hotel and flight!,Postive
1578,1578,Traveling freely is fun! ! ! !,Postive
1579,1579,Xiamen Mao Tour Guide provides enthusiastic service and Gulangyu Island is beautiful👍👍👍,Postive
1580,1580,nice trip,Postive
1581,1581,Very satisfied,Postive
1582,1582,Very satisfied,Postive
1583,1583,"A very satisfying trip, not bad",Postive
1584,1584,Very satisfied,Postive
1585,1585,Very satisfied,Postive
1586,1586,Very satisfied,Postive
1587,1587,Quite satisfied,Postive
1588,1588,All pretty good,Postive
1589,1589,Very good route,Postive
1590,1590,"Fortunately, overall it’s very good and I’m satisfied.",Postive
1591,1591,"I can’t comment, I hope others are better",Postive
1592,1592,"The overall itinerary was good, although there were some minor flaws, but overall it was very good. .",Postive
1593,1593,The hotels on Gulangyu Island are terrible,Postive
1594,1594,Great...the hotel is quite good...the transportation is convenient...,Postive
1595,1595,"Very good, very convenient, recommended",Postive
1596,1596,"Worth a visit, awesome!",Postive
1597,1597,"This trip was not bad, it seemed that the wilderness was particularly fun. . .",Postive
1598,1598,All good. 5 points.,Postive
1599,1599,It was a good trip,Postive
1600,1600,"It was a bit late to pick up the airport, but my stay at the hotel was very good.",Postive
1601,1601,"Everything is okay, I think it was a good trip",Postive
1602,1602,Overall very good,Postive
1603,1603,"Okay. The extra bed in the hotel is a bit tricky. Otherwise, it’s fine.",Postive
1604,1604,Very satisfied,Postive
1605,1605,"Transportation, accommodation, and customer service are all in place!",Postive
1606,1606,The hotel is well organized. The driver who picked up and dropped off the airport contacted us in advance to confirm. I was very satisfied.,Postive
1607,1607,"A very happy trip, great",Postive
1608,1608,"The hotel is in a good location. There are buses to everywhere, which is very convenient.",Postive
1609,1609,"It's a good time to play, everything is pretty good, I'm satisfied.",Postive
1610,1610,fine,Postive
1611,1611,"The hotel is good, and the flight and private car transfers are also good.",Postive
1612,1612,Everything is pretty good. Breakfast is pretty good.,Postive
1613,1613,"The location of the hotel is very good, very close to Gulangyu Pier",Postive
1614,1614,"The arrangement is comfortable, the accommodation is comfortable, and the service is comfortable.",Postive
1615,1615,". Good service on the same journey, very satisfied",Postive
1616,1616,Pretty good,Postive
1617,1617,"I had a lot of fun, everything was good",Postive
1618,1618,The whole process went smoothly and the accommodation was very good.,Postive
1619,1619,Free travel. Nice accommodation,Postive
1620,1620,good,Postive
1621,1621,The service is quite satisfactory and I will continue to choose it in the future.,Postive
1622,1622,It was pretty good to play,Postive
1623,1623,"Overall, this trip was quite satisfactory.",Postive
1624,1624,"This time I went on a trip with my wife, and the independent travel arrangement was quite good.",Postive
1625,1625,Good,Postive
1626,1626,"Overall very satisfied, the hotel is good and the service is also very good",Postive
1627,1627,"It was a nice trip, but the weather was a bit hot, and the road around the island was beautiful!",Postive
1628,1628,All very good,Postive
1629,1629,"The airport pick-up and drop-off are pretty good, and everything else is pretty good.",Postive
1630,1630,Very satisfied with this trip,Postive
1631,1631,"The itinerary is very good, but Xiamen is too hot in August",Postive
1632,1632,Good review!,Postive
1633,1633,Very satisfied,Postive
1634,1634,It was a great experience and I will choose Tongcheng again in the future,Postive
1635,1635,Nice fun,Postive
1636,1636,"The hotel arranged was very clean, the service was very good, and the pick-up and drop-off arrangements were also in place.",Postive
1637,1637,Nice hotel and not tired when traveling freely,Postive
1638,1638,Have a good time,Postive
1639,1639,"A pleasant trip, very satisfied, hope to have the opportunity to play again next time",Postive
1640,1640,Have fun,Postive
1641,1641,"The flight was delayed, but the rest was okay, overall good.",Postive
1642,1642,Well enough,Postive
1643,1643,fine,Postive
1644,1644,Very satisfied with the itinerary~,Postive
1645,1645,"The accommodation and airport pick-up services are very good, saving time and worry.",Postive
1646,1646,I booked a flight ticket for this trip and it was okay.,Postive
1647,1647,"Warm and considerate, first-class service!",Postive
1648,1648,Attentive service and friendly attitude.,Postive
1649,1649,"It’s a bit far to walk to Gulangyu Pier, but it’s generally convenient.",Postive
1650,1650,The itinerary was pretty good and I was very satisfied with the accommodation and arrangements.,Postive
1651,1651,It's great. The itinerary is good. The tour guide is also great. I trust Tongcheng.,Postive
1652,1652,"The hotel I arranged is super satisfying, with five-star standards and convenient transportation.",Postive
1653,1653,I am very satisfied with the hotel room. It is very clean. I will stay at the Sheraton next time I come.,Postive
1654,1654,"Both hotels and flights are OK, both are rated 5 points",Postive
1655,1655,Quite satisfied,Postive
1656,1656,Happy vacation is over~~Thank you Tongcheng,Postive
1657,1657,It was okay to have fun and the hotel was nice.,Postive
1658,1658,It was a good time~,Postive
1659,1659,"Overall, the evaluation of Tongcheng's service before and after is very good, and I am very satisfied.",Postive
1660,1660,"Pan Pacific's accommodation is not bad, but Gulang Villa Hotel is much inferior.",Postive
1661,1661,"It was a rare trip out to play, and it was pretty good!",Postive
1662,1662,Very satisfied with the game,Postive
1663,1663,"Very good, good, good, good, good!",Postive
1664,1664,"Just the flight was delayed a bit, everything else was fine",Postive
1665,1665,"It's very convenient to have pick-up and drop-off, and the hotel is also very good",Postive
1666,1666,"The accommodation is very good, Xiamen is very warm, overall good",Postive
1667,1667,fine,Postive
1668,1668,A great trip. The hotel stay was really nice.,Postive
1669,1669,The hotel accommodation and transportation to and from the airport were all great!,Postive
1670,1670,"This trip was very good. There was also a pick-up and drop-off, which was very considerate.",Postive
1671,1671,"The flight time is just right, the hotel has complete facilities and the location is great",Postive
1672,1672,"Everything else is pretty good, except that the round-trip flights are delayed by more than an hour.",Postive
1673,1673,Good review!,Postive
1674,1674,Good,Postive
1675,1675,This trip to Xiamen was the most unforgettable trip among all my trips.,Postive
1676,1676,I am very satisfied with the accommodation during this trip and the environment is elegant.,Postive
1677,1677,very good,Postive
1678,1678,The overall review of this trip was positive.,Postive
1679,1679,The overall review is still very good. It’s just that the hotel’s breakfast is not good.,Postive
1680,1680,"I think the price-performance ratio is high, and the customer's attitude in handling problems is also okay.",Postive
1681,1681,It’s really convenient! You don’t need to bother yourself anymore,Postive
1682,1682,"The overall itinerary was okay, and the hotel accommodation was pretty good.",Postive
1683,1683,"Very good, very good, better, very good, very good",Postive
1684,1684,"A great value trip, the hotel was really nice throughout the journey👍",Postive
1685,1685,"Except for the flight delay, everything else was pretty good.",Postive
1686,1686,It’s great for family outings.,Postive
1687,1687,"It's a good game, I'm quite satisfied",Postive
1688,1688,Have a good time,Postive
1689,1689,"The itinerary was good, but I felt like there wasn’t much to do in Xiamen.",Postive
1690,1690,not bad,Postive
1691,1691,I had a great time and was very satisfied with my trip to Xiamen,Postive
1692,1692,Good,Postive
1693,1693,"The customer service attitude is very good, and the drivers who pick up and drop off the airport are very good.",Postive
1694,1694,Good reviews,Postive
1695,1695,"A very satisfying family trip, the same itinerary was well arranged.",Postive
1696,1696,Quite convenient,Postive
1697,1697,The hotel environment is pretty good and I had a lot of fun.,Postive
1698,1698,"I had a great time, and I will still choose the same trip next time I travel.",Postive
1699,1699,"The accommodation was great, the food was good, and the pick-up driver was very nice.",Postive
1700,1700,"Convenient to travel, average hotel, flight time is unreasonable, it would be better if it can be adjusted",Postive
1701,1701,Great. The itinerary is well arranged. The flight time is also good.,Postive
1702,1702,The transfer service from the airport to the hotel is very good,Postive
1703,1703,The transportation is not very convenient. Next time you can stay in Gulangyu Island for one night.,Postive
1704,1704,"It was a great time, and the food and accommodation were good.",Postive
1705,1705,"The hotel service is good, and the same journey service is also very good.",Postive
1706,1706,The hotel is pretty good and travel is very convenient,Postive
1707,1707,good,Postive
1708,1708,The travel arrangements are very reasonable and the hotel environment is very good,Postive
1709,1709,I had a great time. I am very satisfied and will choose it next time.,Postive
1710,1710,very good.,Postive
1711,1711,Very satisfied,Postive
1712,1712,"The service was very good, the flight was on time, the hotel accommodation was good, and the airport pickup was attentive!",Postive
1713,1713,Free travel. Good hotel stay,Postive
1714,1714,Good hotel service and patient customer service,Postive
1715,1715,very satisfied,Postive
1716,1716,It was a great experience. I hope we can continue to cooperate next time.,Postive
1717,1717,"Don’t say anything else, just give Zhang Xiaomei a good review.",Postive
1718,1718,The hotel is conveniently located and the service is very good. Very satisfied with this trip,Postive
1719,1719,"It was great except that the flight was delayed, but overall it was great!",Postive
1720,1720,"The service is very good, the tour is also very good, the hotel is also good",Postive
1721,1721,"This trip felt very good, and I will choose the same trip next time!",Postive
1722,1722,Very satisfied,Postive
1723,1723,"A very satisfying trip, the hotel environment is good!",Postive
1724,1724,Playing is okay,Postive
1725,1725,"The whole service was very good, especially the hotel's service was very considerate.",Postive
1726,1726,The arrangements were very good and the hotel service was great!,Postive
1727,1727,Overall pretty good,Postive
1728,1728,It was my first time to participate in a free travel trip and I had a lot of fun.,Postive
1729,1729,"It's a pretty good game, nothing bad, overall good.",Postive
1730,1730,"The scenery is beautiful, but the weather is a bit hot. It is recommended to go in spring or winter.",Postive
1731,1731,I just want to highlight the great service provided by the pick-up and drop-off driver!,Postive
1732,1732,A very wonderful travel experience,Postive
1733,1733,It was a perfect trip. The airport pick-up and accommodation arrangements were very good.,Postive
1734,1734,"Have fun outing, will come again next time",Postive
1735,1735,Good reviews Overall good,Postive
1736,1736,"A very good trip, I hope to go there again next time",Postive
1737,1737,All pretty good,Postive
1738,1738,All very good,Postive
1739,1739,Hotel entertainment facilities are not open. . . .,Postive
1740,1740,"The place where I live is a little bit out of the way, but overall it's okay.",Postive
1741,1741,"The hotel is quite good, but the outbound flight was delayed.",Postive
1742,1742,Overall okay,Postive
1743,1743,"It's pretty good, especially the Gulang Villa Hotel. It's perfect for three days in Xiamen and Gulangyu Island.",Postive
1744,1744,All very good,Postive
1745,1745,Quite satisfied,Postive
1746,1746,Good reviews,Postive
1747,1747,"The hotel is simply too nice, just like going home",Postive
1748,1748,"The service is good and the hotel is not bad, thank you",Postive
