,content,sentiment
673,这次厦门之旅还是非常满意的。三晚住在湖里区的悦华酒店，我发朋友圈说是花园中的酒店非常漂亮，干净，服务仔细周到，每天提供水果，早餐也非常丰富。一晚是我一直想入住的鼓浪屿别墅酒店。推开窗就能看到大海，晚饭后在鼓浪屿散步，非常的舒服。惬意。带我们去云水谣的兰导一路给我们介绍当地的风土人情，让我们三个多小时的路程不无聊。厦门导游小马一切安排的井井有条，因为带的是散团。他帮每位游客都安排妥当。厦门是一个值得。去的旅游城市。,正
674,四天的旅途结束了，非常感谢导游张宁的细心周到的安排，将厦门风土人情和特色故事讲给我们听，让我们不再走马观花地到处拍照打卡，张导全程非常照顾，我带着三个老人，张导总是询问大家节奏是不是可以，是不是要拍照，整个行程下来轻松愉快，特别是参观土楼的时候，本来以为只有地接导游，没想到张导也跟进去了，一直在最后帮我照顾老人，控制节奏，真是万分感激！住在时代雅居的地理位置很好，周边吃饭很方便，就是酒店稍显陈旧，一进屋一股浓重的烟味。艾美酒店地处山上，风景和空气相当好，可以说是非常惬意的，同程的安排很不错，就要回家了，有点不想上班呢。,正
675,这是我们第二次在同程上订出游  住宿还算满意  离市中心很近   唯一不太好的就是  明明我们报的同程专线   可是在出团时  却发生了变成了各个家庭行程不一样的大散团     好在在同程客服的及时调解下   最后还算满意。,正
676,厦门一个慢节奏的城市，这里的人们很友好，导游黄麋鹿姐姐也超级热情，都市的繁华，乡村的静谧，这里充满了历史，也充满了活力，每天都被这充满绿意和充满温暖的城市拥抱着。沼泽地上的土楼，不得不赞叹古人的智慧，菽庄花园林家精巧的手**，胡里山炮台德国十万两白银一个的克虏伯大炮的威力，以及陈嘉庚老先生对厦门的后一辈教育事业做出的贡献，花园城市名不虚传！来到这里一定要带走这里的特产风狮爷，片仔癀闽南的特色！最后还是要好好的夸下我们的黄麋鹿姐姐，真的很👍,正
677,这次旅游真的是特别的好，不管是接机还是送机都是很快的，没需要我们等太久，厦门真的是一个小资浪漫的城市，非常值得推荐，住的酒店也特别的舒服，这几天呆下来我都不想离开了！<br>       值得一提的是我们的导游小哥哥张宁非常的nice ，由于我们是个小团，导游小哥哥张宁每个人都照顾的很周到，这趟旅行有了他更舒服了许多，为我们考虑了很多！下次来厦门还想找他，为导游小哥哥张宁点赞哦！<br>       最后想说：厦门，一趟不负青春的旅行！！！,正
678,厦门，鼓浪屿，帝王大螃蟹，波士顿龙虾，好看的小姐姐，林导的有趣灵魂，味道奇怪的火参果，就像这座城的屡屡清香，都是令人难忘的。ps林导太热情啦，看着就稀罕。下次还来,正
679,这次出游让我出乎意外的满意，虽然是网上定的，一些行程安排的很好，特别是导游小哥——小张很是热情，细心照顾到每个人,正
680,这次厦门之旅很开心，吃的很好！小文导游人很好，对游客很照顾，总之很满意～,正
681,厦门是座非常美丽整洁的城市，来厦门第一感觉就是绿化非常棒，植被种类繁多，景色秀丽，唯一不适应的是厦门的气候，温差较大，晴雨无常，来的时候看天气预报是无雨的，没想到刚到厦门就下雨了😂😂。<br>行程第一天去土楼，早上时间安排的有点紧，七点开始的早饭七点十五就要求集合😢😢，土楼我们是选的云水谣，那里除了能感受土楼的文化更有美丽的山水风景，很是喜欢那种客家文化、建筑、景色。<br>行程第二来就来到了厦门的精华景区——鼓浪屿，原本以为鼓浪屿是个以美丽的海滩，秀丽的风景，美味的海鲜闻名的景区，可是没想到比这些更诱人的是这里的文化、历史还有建筑，更让人暖心的还有帅气的导游冯胜利👍👍，处处为游客着想，讲解着厦门的点点滴滴，使我对厦门由陌生到了解，再由了解到深爱。鼓浪屿我最喜欢的景点是菽庄花园还有那些有着各种故事各种风格的建筑。<br>第三天的行程相对比较轻松，但是依然让我震憾的是厦门的景色和人文，近代巨炮、最美的榕树、千年古刹、风景优美的厦大、古今溶合的渔村。<br>就这样结束了美丽的厦门行程，在这里再次特别感谢导游冯胜利、旅游顾问刘雅郡😘😘😘,正
682,真是很不错的行程。第一天是飞过去没有任何行程安排，选了个挺早的航班，下飞机就有人联系接去酒店。安排好住宿就到中午了，下午去转了转中山路，吃了沙茶面，土笋冻，炸鲜奶和八婆婆烧仙草。强烈推荐土笋冻和八婆婆家蜂蜜味烧仙草～当天晚上7点左右，有第二天的导游跟我联系。虽然出了一点小问题，行程安排不是我想去的那个土楼，不过，跟厦门那边同程负责人和一直给我解答问题的旅游顾问赵广莲两位沟通，很快就解决了问题～<br>第二天去的永定洪坑土楼，不得不说，团餐实在是太难吃了，也看不出什么客家菜，蒸鸡蛋羹是桌上最好吃的……虽然好像就我一个人，没达到15人小团的标准，不过毕竟选定旅游产品的时候，看的是个品质游。散拼的这个车上人数50+，也确实是体会不到什么太好的旅游体验。<br>第三天去的鼓浪屿，终于是小团体了，一共12人。转一转鼓浪屿，吃一吃小吃。叶氏麻糍是真的好吃还不腻，在就是龙头路鱼丸，味道棒棒哒。就是下午茶的时间太短，不到20分钟……其实完全可以时间再长一点，因为回到市区才5点。<br>第四天，厦门市区转一转。胡里山炮台时间比较紧，环岛路一略而过，曾厝垵也是各种小吃，不过这边感觉也就林氏鱼丸还不错，我要的虾丸，吃着还行。厦门大学转了2小时，自己看看芙蓉隧道，感慨一下人家的大学～南普陀寺嘛，去的时候刚好赶上水陆法事的最后一天，送神。导游看了一下说是不能进就走了，全天结束不过才下午 3点。。。这两天都是早上9点多才集合，下午结束的又早，感觉安排的略微不合理啊，各个景点的时间再充分一点就好了。<br>第五天，今天要回家啦，不过机票定的是下午4点50的，前一天晚上有司机师傅联系说是2：30左右来酒店接，送去机场。一上午的时间可以自己玩耍，于是，我去植物园那边坐了个钟鼓索道，终点刚好是南普陀寺的后山～于是，又去南普陀转了转。然后，沿着演武大桥和海边走了走。环岛路看了看景，又去曾厝垵吃了些小吃，刚好时间合适，才回的酒店。海螺串要是没那多调料可能会更好吃，不然，只是烧烤的味道😂<br>对了，第四天回酒店之后还去了猫街，唔，只能说，爱猫的可以去那个博物馆看一下，好多只猫还有好多猫的饰品。其他的，真没什么了。那里，饭团，麻辣烫都还不错，还有一个四果汤？！还是叫什么的，我没觉得多好吃。,正
683,总体行程很好，不是那么赶。小真，客家妹子活泼开朗一路为我们做讲解，风土人情，客家历史。郭导人很亲切，喜欢他的讲解，喜欢听历史，知道历史才能更好的认识一个城市。在行程安排上，郭导时间安排的刚刚好，给的建议让我们节省了很多时间。唯一的不足是同程在细节上需要改进，因为一件小事让客人心理不舒服，即使最后解决了我也真觉得自己很为难我们的销售顾问。希望同程在行程安排上再大气一些，一直相信你们。望能跟我们客户经理沟通改进。,正
684,四天的行程结束了，非常好的体验，第一次从网上订这种远一点的旅游，没想到如此方便，酒店也很不错，交通便利，下次可以让爸爸妈妈出来旅行，我们是有一晚住鼓浪屿上的，早晚温差蛮大的，我们晚饭在鼓浪屿上吃了海鲜，味道是相当不错，我不能吃辣，所以对我来说好辣，不过辣的好过瘾，很鲜。好多人说吃不惯，我就觉得菜品还可以啊，还有水果，我也是各种吃，吃货的本性，嘿嘿，最后就是感谢导游，导游人也很好，安排的很周到，谢谢导游的陪伴，辛苦了。,正
685,总的来说还是不错的，除了一开始办理登机的时候，客服告诉我可以提前在旅航纵横app上办理值机，到了南京禄口机场，柜台告诉我机票已经取过了，让我找导游，基本都是散拼的，哪来的导游可找…然后就是踢皮球…禄口机场的柜台公职人员90%以上都是实习生，新来的（胸口有牌子）再也不想来这个机场了！简直了！旅行过程中导游挺负责的，由于是散团，导游都会提前一天晚上发短信通知👍🏻详细到时间，地点，车牌号，讲解得也很仔细。美中不足的是在鼓浪屿，天气原因，下雨，外加散团有个别家庭行程不同，所以下午茶取消了，虽然退了相应的费用，然还是蛮可惜的。在鼓浪屿上几乎都是按照导游的安排进行，少了自由活动的时间，还是建议能让游客多点自由活动，晚一点回宾馆也可以,正
686,12月23号开始厦门之游，由于是我把父母订的，所以同程电话全部打给我，还好同程及时更正，后面就比较顺利了！第一天去土楼，来回7小时车程，好远！但是风景好，一天风尘仆仆回来后在中山路吃晚饭，父母和我说价钱实惠，味道好！第二天是鼓浪屿，他们在上面吃吃喝喝一整天，下午还有同程赠送的下午茶，非常ok，鼓浪屿回来后，跟换酒店：艾美酒店，这个酒店在半山腰，出行不方便，以后可以考虑不要弄这个酒店了。第三天去厦门市内游，还是吃吃吃！午后有师傅送二老到火车站，非常方便，非常惬意的旅游，很满意！,正
687,愉快的旅行结束了，厦门的导游服务周到细致，讲解不厌其烦，传播正能量，厦门人文风气很好，安排的宾馆也很高大上，升级五星一晚，就是飞机晚点啊，来回都晚，可能因天气原因吧，以后出行若多种方式可选会更便利。特别一提的是导游小龚，人真的不错，超贴心，领孩子来的，想了解厦门大学，小龚对厦大的介绍比厦大招生宣讲的介绍的还要详细具体，过来人都想重返校园，这地导做的太专业了给个大👍，来之前同事听说我去厦门抱团还笑我一场，说自由行多方便，但行程下来，我觉得从认知度上讲跟团游有更专业和贴心的服务，对当地的人文了解要比自己去有更深体验，尤其领小孩子出游，更需要这些，感谢同程带给我一个愉快的假期游！<br>拍了不少美丽的风景，有图有真相,正
688,第一次选择同程旅游，开始我们的闺蜜行。从接机到宾馆，然后整个行程的安排，包括导游小曾和阿苏，都十分的完美。感谢同程旅游优质的服务，让我们领略了厦门美丽的风景，可口的美食和好客的居民。<br>       厦门是著名的旅游城市，有很多的景点，同程旅游将这些分散的景点紧密的结合，精心组织了一个合理的旅游路线，云水谣的土楼、鼓浪屿的小资、厦大的浪漫、南普陀的素静、曾厝安的繁华、中山路的夜景，艾美酒店的豪华，一切的一切，让我们流连忘返，爱上厦门。<br>        以后我们还愿意选择同程旅游、信任同程旅游！,正
689,此次厦门及福建土楼观光旅游，我们一行6人都很满意。厦门接送机场服务，十分及时认真;导游工作做的也不错，云水谣拍摄地及南靖士楼风光令我们很具体的领略和了解到福建闽南地区的许多自然人文风光和历史典故，景色宜人，特别是地导还领大家进土楼民居体验，听民俗介绍.品乌龙新茶，令人有深入的了解。厦门的2天观光旅游中，小林导游工作认真耐心，服务质量最好，吃住行及景点介绍等服务均做的十分好，令我们对此次福建之行留下了美好的记忆。,正
690,暑期档厦门的天气十分炎热，日照充足，天气突变，一阵暴风雨就来临，所以出游的小伙伴需要带着雨具出行。<br>        厦门的市花是三角梅，道路两旁绽放着一簇又一簇的玫红色小花，甚是美丽。公交车很多且打车便宜，若是问路，厦门当地人十分热情～～大赞！<br>       在当地品尝了调节功效的花果茶，三年结果一次别具风格的红香蕉；酸甜可口不涩口的小菠萝及一些网红的当地特色小店海蛎煎、花生汤、沙茶面、肉粽、春卷、姜母鸭等等，入住于禅文化主题宾馆，素食餐饭，健康原生态！升级一晚鼓浪屿近海酒店，不用出岛，晚上可以倾听海风，漫步沙滩，环海而行……<br>       整体跟团行程时间紧凑，畅玩时间较短。感谢冯导，李导的细心讲解，了解了历史、文化、特色等。同程的旅游产品，合同体现的都会有，本次出行整体完美。,正
691,此次出游住宿条件都很好，都是在市区很方便。前三天住的是时代雅居，条件很好，早餐丰盛，最后一晚住五星级酒店更好。上鼓浪屿和游市区都是小团6.7人面包车，导游很好，服务解说到位。整个过程不紧张，轻松，愉快，很适合老年人。,正
692,这次出行，是半自由行，第二天去鼓浪屿是跟团去的，导游林海斌，超级棒又负责的导游，讲的也特别好！当天行程结束后，还请教了林导游，第三天和第四天自由行的安排，都非常耐心帮我们做了规划，非常感谢！！第三天和第四天，自由行，我们想去的几个地方都去过了，厦门大学，曾厝垵，中山街等。感觉非常棒！本来打算再去一次鼓浪屿的，但因为出门太晚，没买到当天的船票，所以想自由行去鼓浪屿的朋友，一定要提前订船票哦，直接在网上订就可以，因为当时不知道，所以错过了！总之，此次厦门之行还是比较愉快的~😊😊,正
693,一场说走就走得旅行，定的比较仓促，大概看了看选了个顺眼的。整个旅程都还不错，半夜去等飞机有点煎熬，一早就到了厦门，第一天没有行程就自己先休息了半天，下午去吃了网红的店，在这里厦门特色小吃，还好离住的不远，花蛤超级大很干净，沙茶面超级好吃。第二天去了云水谣，土楼，就是不是小团有点不开心，50多人的大团，小朋友也多，晕晕乎乎的。第三天是小团了，还好比较欣慰，导游袁上福很好，之前我接到的导游都是一条信息发过来就没了，也没确认啥，袁导隔天晚上是打电话来通知行程的，很细心，第三第四天都是小袁导游带的，去了鼓浪屿，又是各种吃吃喝喝，太多了……就这样吧，总体来说这次旅行行程不错。对了，回来那天正好碰上有台风，小袁也有问问情况，总之蛮贴心的，好评好评。,正
694,厦门一直是心心念念想要来的一个地方，但是每年的计划总赶不上变化快，每次都落空，这次终于能够成行。在中山路步行街逛吃逛吃、参观了南靖土楼和云水谣、在鼓浪屿领略了万国建筑的风采、到著名的南普陀寺拜拜、在胡里山炮台遥望金门、流连于最美厦门大学、环岛路戏水湿身、在古老渔村曾厝垵拔草网红……总体感觉还不错，该玩的景点都玩到了，从下飞机到达高崎机场接机开始，到后面几天的跟团游安排、交通等方面，整个过程还是挺满意的，特别表扬当地的导游吴丽华。小姑娘特别热情开朗，经常面带微笑，讲解到位，还时不时地和我们开玩笑，对团里的老年人尤其照顾有加。那天在鼓浪屿因为天气太热，老人有点吃不消，就让我老爸在集合点等我们，委托吴丽华帮忙照看一下，我们继续在岛上游玩。没想到小姑娘不仅把老人照顾得很好，还买了冰激凌请老人吃，令我们非常感动。其他方面也有不尽人意的地方，住宿前几天的云鹤酒店不是很理想，那么热的天空调的制冷跟不上；当然最后的艾美酒店棒极了。还有就是整个行程略赶，各个景点仅仅是走马观花了一番。好在有了这次的经验，以后再来厦门就可以妥妥的自由行了！,正
695,首先非常感谢郭导两天的陪伴，不得不说，她是个专业知识非常强的导游！其次感谢厦门4天都是好天气，真的很棒，到处都是美景，各式各样的小吃，以后有机会，我们还会来的！,正
696,同程网游是个可信任的网站。我们一行7人团游，其中大部份是年龄超过60以上的。有的景点是半价门票，厦门的地导小胡主动退了半价的现金。有的景点因为我们年纪大有点疲惫的有放启参游，结果小胡导游当天就退还了景点门票。整个团游的过程中，住宿、早餐、接站我们大家都很满意，一条龙服务很到位，导游小胡姑娘专业、热情、服务细微!，真不愧是金牌导游!从网上定购票开始，同程网业务人员就体观出一种专业职能，给人以可信、可亲之态度。我们以后还会选择同程网出游!,正
697,住宿条件不错，干净整洁舒适。周末去的厦门大学，校园很漂亮，特别是芙蓉宿舍，建筑🏠很有特色。在鼓浪屿住了一晚，尝了很多小吃，沈氏肠粉、沙茶面、台湾酸菜臭豆腐、土耳其冰淇淋🍦、张三疯奶茶……导游小刘，服务很棒，不仅有精彩的讲解，还告知我们可以乘坐酒店电瓶车去三丘田码头，旁边就是热闹的龙头路，于是我们乘坐鼓浪别墅酒店的电瓶车，沿海游览了半个鼓浪屿，沿途吹着海风，欣赏着海对面美丽的夜景🌃，心旷神怡！人民路是厦门最有特色的一条步行街，在这里可以品尝小吃，购物……,正
698,厦门五天游玩非常充实~ 出发之前看到厦门天气有雨，出发前一天再查天气居然阴转晴，意外的惊喜，几天的天气都非常好~ 前三天住在时代雅居，离中山路蛮近，长沙臭豆腐、虾饼都超级好吃啊。第二天去云水谣，郑鹭燕导游带队，非常尽责任呀，在漫长的旅途中导游解说超级风趣，带我们吃又便宜又好吃的地方特色，途中接到之前游客的电话，也非常耐心帮人家解决问题～很棒哟～ 第三天去鼓浪屿，可爱的娃娃脸林姗姗导游带我们一起过去，因为大家**、同程、**啥平台都有嘛，众口难调，我觉得把大家都照顾的非常好真心超级辛苦啊，不时还要点名不让游客走丢，么么哒～ 第四天还是厦门室内，夏大，南普陀寺～ 很难得我们来自五湖四海的游客在这一天真的像一家人一样啦，除了我和男朋友，其他都是哥哥姐姐叔叔阿姨，很温馨的大家庭～ 再次感谢两位导游，让我们领略厦门独特的风光～ 明天回家啦～ ps：想好好逛逛特产店，没买够哈哈～ 厦门再见～,正
699,第一次一个人来到这个向往已久的美丽海滨城市--厦门，没有计划、没有安排、说走就走的旅行就这样开始了！21号下午从长春飞到厦门，春秋航空让我尝试了不一样的空中飞行...行李箱不大，但不能手提，要求托运，6.9kg收费140元，飞机上不提供免费餐饮，买了一瓶矿泉水10元、一份鱼香肉丝盒饭40元，这些也就忍了……第一次坐嘛...座椅不能调整，听说都是退役空军开的....好在提前半小时到达！以后不会选择这个航班！值得分享的是同程旅游的高品质服务和贴心的导游和司机师傅！下飞机就收到电话，及时接机并安全送到酒店，前三晚住全季酒店（环境条件和房价成正比），最后一天住皇冠假日酒店，超级满意！行程从22日开始，到土楼云水谣虽然长途跋涉，往返八小时（因金砖会议，部分路段修路）但看到了电影中真实的美景；23号游鼓浪屿，一边听吴昌辉导游详细的讲解，一边感受着小岛上自然风光；24号正巧是初一，到南普陀寺烧香拜佛，为家人祈福，接着参观最美校园--厦大，下午到曾厝安遇到我最喜欢的抹茶店，最后是胡里山炮台，一路下来，真的很感谢吴昌辉吴导的细致周到的服务和详细的景点介绍，让我们了解好多当地的历史故事的同时，更感受到了厦门人的热情，几天的陪伴中，吴导准时准点接送，帮忙提行李、拍照，这都不算啥，天气炎热还给我们买水、买冰糕……有了吴导的详细介绍、耐心解答、贴心服务，我们才玩的这么开心！在这里对吴导说声：感谢！此行乐此不疲！以后还会来，厦门，再见；吴导，辛苦了！,正
700,伴着鼓浪屿微醺的海风、我依依不舍的离开厦门、此行中**很接地气地安排了当地自由行，让游客自己体验当地民风和美食；古朴的民居客家人的土楼建筑、还是有着浪漫传说的云水谣……还是有着中外建筑的鼓浪屿、连同厦门大学的校园等处，让人感受到不同于其它城市的文艺范的小清新、美食美景同在……非常感谢并表扬同程客服千春玲至始至终的跟踪贴心服务；感谢地导黄帅哥的幽默风趣、感谢黄麋鹿女导的耐心细致周到、处理突发情况的机智和耐心；🙏他们的淳朴友善的服务、体现了厦门人的淳朴善良好客，所到之处……感受到了厦门人的极好的民风和极高的文明度！入住的酒店：第一处如是酒店：干净清爽禅意浓，整洁优雅；早餐干净可口；特别是最后一天的crown酒店更是体现出世界级别五星级酒店的高标准服务、从进入大门厅到离开、所有环节的服务细致周到，感到亲切自然。。。再见厦门！我还会再次来！（唯一感到遗憾的是安排我此行的李小姐只考虑到替顾客省钱、安排坐红眼班春秋凌晨航班；为赶航班我还得提前一晚入住上海虹桥附近酒店、只呆三个小时又要花钱坐车去机场、为赶时间真是惊心动魄，，，回来时又是半夜飞机✈️，又赶上上海下大雨，取消一切航班；我只好联系客服退款，在厦门机场熬了一晚上，改买到南京的飞机、再坐高铁回到苏州的家，马上就去上班……这真是一次难忘的经历啊……也是上天对我的考验历练）😊,正
701,第一天下飞机后很快就接到接机师傅短信告知集合地点，很好找。住的海岸国际海景房，稍微有些小，现在酒店外观在装修，为了九月份更美丽吧！顺便提一下酒店早餐挺好的，第一天有蛏子，第二天是大虾，第三天有鸡腿很好。第二天土楼游的导游何金华很贴心，点赞哟！景点的导游就一般般了，去她家喝茶推销时间有点长，感觉景点时间缩短了。第三天和第四天是导游小蔡，可爱的大男孩，本来担心最后一天景点来不及走，但在他安排下全部走完了好开森！第四天是被安排滴滴专车送到机场的，司机开得特稳！团的人数上，第三第四天是小团六到八个人非常满意！土楼是三十六人大团，所以想一直紧跟景点导游听讲解有点难呀。总的下来还是满意+开心哒！以后跟小团游也是不错选择！,正
702,和亲戚一家第一次出门过春节，怀着忐忑的心情报了同程的行程，出发前咨询了我的顾问郑敏很多问题，一一给我解答了，上飞机前也咨询了很多细节，包括乘飞机注意事项，厦门天气穿衣，同程的客服都很耐心的回答了我，第一天除了乘机时间太晚，以至于到达酒店已经是第二天的1点多了，2点才睡觉，没有休息好，其它都很顺利；第二天由曾真美女带领我们游土楼，自然遗风，文化底蕴浓厚，充分感受到名族祖先的聪明才智。一个云水谣绵延八里，几百年的榕树贯穿整个小镇，溪水青石小桥，两边青山土楼人家，头顶蓝天白云，近观秀丽风景，心旷神怡，仿佛置身画卷；第三天在95后小帅哥王变化的带领下游览闻名于世的鼓浪屿海岛，阳光沙滩龙树，美食珍珠遍地，山海交融，城景相依，真不愧为是“海上花园”啊；第三天都有王变化导游带领我们游览了香火鼎盛的南普陀寺和中国最美风景之一的厦门大学，借用曾看过的一首诗描述厦大的美景吧：<br>五老峰树添绿意，厦门湾潮昼夜喧。<br><br>嘉庚楼群冲霄汉，芙蓉湖水碧于天。<br><br>芳草如茵树荫浓，四季绿意长不变。<br><br>未见桃源常遗憾，今见此地不复念。<br>       第四天自由行我们又去吃了美食和购物，下午中巴车准时送我们到达机场。在这里要说说我们几天的住宿，头两晚住的金玖酒店，条件很好很舒服，最后一晚给我们换了五星级酒店喜来登，条件非常好。这次出行非常愉快，天气晴朗，车船飞机准时顺利，吃住都很满意，感谢同程的顾问郑敏，感谢美女导游曾真，感谢帅哥导游王变化！总之一句话：这次出行非常愉快，玩得非常尽兴！同程旅游是一个值得信耐的平台！以后有机会还会选择同程！,正
703,第一天，到达厦门机场就有司机师傅来接我们，已经是4点多了，把我们送到了棉花糖客栈，那里风景很棒！走出去就是大海，那边是环岛公路，一路靠海！司机师傅把我们送达客栈，联系了老板，老板就出门接我们，还帮我拎行李，拎到3楼，老板超帅的！<br>第二天，我们就跟着黄导去了炮台、然后乘船去了鼓浪屿，黄导安排的非常好，晚上我们就住在了鼓浪屿，黄导就回去了！<br>第三天，黄导赶最早一班船来接我们，去了黄c安、厦大、和南菩寺（好像是叫这个）哈哈记不住了……<br>第四天，下午5点的飞机、我们自己安排了，去了帆船和黄c安！还不错，四天的行程满满的，还是有点累的，哈哈！<br>谢谢黄导哟，很辛苦！加油（我们黄导还单身，各位单身男性朋友，嘿嘿，不多说）加油,正
704,此行线路安排很人性化，没想到自己的第一次在同程旅游下单可以有如此美好的体验！酒店住宿安排非常喜欢。<br>从接机到送机，每个环节都没有遗漏，非常的满意。<br>对于导游讲解也很满意哦！带团去云水谣的东北导游连师傅很热心地为大家服务～<br>鼓浪屿和市区之行的导游许河泉很热心，很有亲和力，每个景点的讲解很细致，提醒游客在文化民俗等很多要注意的地方，很到位，细心周到。还特意为大家唱两首闽南歌，超赞哦！所以很开心这次出来可以跟他的团，期待下一次相遇吧！<br>特别感谢上海静安共和新路旅游顾问罗子安帅哥下单前的耐心详细解释和整个行程后续工作服务！整个厦门鼓浪屿云水谣之旅非常轻松快乐，流连忘返。<br>期待下次再享受同程旅行的服务。再次感谢～,正
705,"给我们安排的磐基假日花园酒店非常棒，尤其是早餐，不管是数量还是品种都丰富到无法描述。鸡尾虾,小海螺和小芒果随便吃。酒店的服务也非常到位，真的把每一个顾客都当成上帝来对待了。第二天，我们去了土楼，行程比较长，土楼很有特色，导游介绍的也很生动，详细。经过卢导的介绍，对当地的风土人情也有了深刻的了解。美中不足的是，在土楼的那顿午餐，菜的数量有点少，不太够吃，我们几乎把每个盘子都吃干净了，仍然觉得没吃饱。于是我们决定去加油站买点面包，结果那个加油站面包都买光了，我们就把最后一盒饼干买了回来。鼓浪屿的话，最好玩的还是淑庄花园，里面的钢琴非常有看头。另外，最好凑准时间，他每过一段时间就会弹奏一曲鼓浪屿之波，正好赶上就更美了。日光岩一般般。另外还要说一下，胡里山炮台和南普陀寺是挺好玩的，门票不贵，一定要去看一看。南普陀寺还是免票，比我们这儿八九十元门票的寺庙更显金碧辉煌。厦大的话，那条隧道一定要去看看，里面的壁画都是同学们的原创，非常有意思。",正
706,这次厦门之旅五天四晚行程总体很满意！下面点评下细节，首先住宿前三晚是金色四季酒店，酒店有点破旧，一会厕所顶漏水，一会没冷水，早餐也非常简单，对这个酒店不太满意，不过最后一晚住喜来登非常满意！再说下交通，接送机都很准时，还有发短信通知确认。第一天云水谣是拼团的，来回坐了八小时的大巴车，太累了。第二天开始是小团游，一共就四个人，所以玩起来比较轻松惬意，特别提一下美女导游小寒非常好，热情又健谈，后两天行程都是她带着我们玩，该玩的都玩遍了，带我们去买珍珠项链还帮我们砍价，真是太贴心了，为她点个赞！还有司机陈师傅也很好，全程接送我们，很敬业！最不满意的就是来回飞机都延误，回无锡的飞机延误了三小时，好心情都被破坏了！总之，这次旅行还是很愉快的，以后旅游还是会选同程，真心不错！,正
707,厦门四天之旅，虽然天天下雨，但没有影响我们游玩兴致，第一天由于航班延误，我们到达厦门机场已经十点左右了，一到机场接机师傅已经等我们了很热情把我们送酒店，第二天七点就出发去云水谣了，特别想表扬一下小杨导游一路的耐心，一路的照顾，因为雨下的特别之大，司机大哥一路非常辛苦，冒着大雨开着山路，回来路上我们还碰到了山上塌慌，司机大哥冒雨下车观察地形，让我们一车人下车冒着生命危险把车先开过去，再让我们上车继续安全把我们送回酒店，第三天鼓浪屿游玩非常开心，帅哥小康导演非常棒，别看年轻，处处想的周到，而且第三四天我们是精致小团，由于二个小年轻睡懒觉所以没有参加，我们一行就六个人好舒心好自在，这次住的酒店也非常满意，离商业街很近，睡觉能看到海，干净整洁，早餐也很丰富，感谢同程下次还会继续选择同程👍👍,正
708,春节期间出行，体验还行。其实云水谣之行有点一般，主要是距离有点远，当天往返，大部分时间都在路上了，而且开车的司机真的很大胆，一边玩手机一边开车真的很醉。<br>厦门行还不错，行程挺密集的，可能会有点累，鼓浪屿之行需要走不少路。<br>建议厦门游还是自由行比较好，厦门是个比较小的城市，景点也比较聚集，基本在一块地方，不用担心会走丢。<br>鼓浪屿也是适合自由行，毕竟跟团是白天去玩，下午四点左右就回去了，感受不到静谧的早晨或夜晚的。<br>吃的东西建议小吃尝尝就行，花生汤真的不错。,正
709,厦门真是个不错的城市，有山有水，好吃好喝，这五天的行程满满当当的，我个人比较喜欢云水谣和厦门大学的情人谷，很美，最后一天自己去坐了帆船，挺刺激的，海水干净，可以看到台湾。鼓浪屿 ，中山路，曾厝安感觉都过度商业化了，人很多，店也就那几种，对于爱吃的我来说就是吃吃吃，胖了一圈，水果丰富，最爱菠萝，很甜。<br>头两天天气不好，有下雨，后三天晴空万里，皮肤被晒伤了，现在还算是初春哪，再后面去一定要做好防晒。厦门市区路窄车多堵车严重，很多地方在为九月的金砖会议做准备，到处修修补补，很多地方进不去，蛮可惜的。<br>住宿方面，前三天住的金色四季酒店没有自己的餐饮，早餐天天都是kfc，很难吃，住得还行；最后一天温特姆的海景房很漂亮，可以看到妈祖像和对面香山游艇会的许多帆船，服务也很好，玩帆船衣服湿了还借吹风机给我们用。<br>客服把行程安排得挺好的，接送机服务也很满意。导游小苏不错，经验丰富，很能说。<br>这次的跟团游不用自己操心，把经典的景点都逛到了，又有自己的自由活动时间，还是很开心，满意的。,正
710,第一次出来旅游，我还担心会各种问题，然而到了厦门，下了飞机就有人在门口等我们。住的地方环境还不错，吃的还不错。一分价钱，一分货。只要不用买一斤豆腐的钱，去衡量要得到一斤肉就ok啦。第一天去云水谣有点累，坐车的时间太长，但是风景不错。可以用去了后悔，没去遗憾来形容一下。第二天去鼓浪屿，下雨呀，有点可惜，不过想想，雨景也不错。第三天，厦大有点让我失望呀，当初要来厦门，一部分是冲着他来的，一部分是鼓浪屿，可能是希望越大，失望就会越大。其实也不错，怪我把他想的太美。第四晚住喜来登的时候，给我们定的是标准间，我们度蜜月给我订的是标间，有点不能理解。希望你们下次帮客人订房间的时候注意下。在旅行的过程当中，有一位重量级的人物一直陪着我们，他婴儿肥，憨憨的，人不错，脾气超好，也很搞笑，边走路边讲解，时间长了会喘，他也挺辛苦的，在这里谢谢我们的刘钟洁导游啦，希望我再次来厦门时，还是你做我的导游😊。,正
